Charter number,Year and quarter,Year,Quarter ,Credit Union name,"Street 
(Mailing address)","City 
(Mailing address)",State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits,
4 quarter growth 
(%)","Total loans, 
4 quarter growth 
(%)","Total assets, 
4 quarter growth 
(%)","Members,
4 quarter growth 
(%)","Net worth, 
4 quarter growth (excludes CECL transition provision)
(%)",Unnamed: 24,NCUA internal ID (join_number)
538,2025.3,2025,3,GOVERNMENT PRINTING OFFICE,P.O. Box 77119,Washington,DC,20013,1,1,1,4038,29291040,14113064,26654104,0.7277924198256353,8.63,52.948934242921844,5.4604388195931275,-8.229303064118188,5.697354221044826,-2.322206095791002,6.720438049239179,,282
566,2025.3,2025,3,NUVISION,7812 EDINGER AVE,HUNTINGTON BEAC,CA,92647,1,3,0,213989,3928998843,3091663576,3309671646,0.8403775656246892,11.49,93.41300003994414,21.15393084893009,14.985691114224498,13.256575456316245,20.85267640314912,18.795585889841778,,290
567,2025.3,2025,3,AMBRAW,PO Box 119,Lawrenceville,IL,62439,1,3,1,2005,16337812,3081094,14663651,0.7140611155567156,9.64,21.011779399277845,4.537613584167799,-24.682010598954086,2.0979693093897245,-5.735778091208276,6.372420891814731,,291
577,2025.3,2025,3,MEMBER PREFERRED,340 S Blue Mound Rd Ste 342,Fort Worth,TX,76131,1,2,0,1401,16111630,13964728,13792517,0.3690385465491043,13.09,101.24858283662076,-3.0873585669158765,6.006466937939203,-2.2917394780335387,2.412280701754388,2.3958322203518736,,293
594,2025.3,2025,3,PASADENA,100 W Walnut St Fl 8,Pasadena,CA,91124,1,3,0,25140,370071863,196393836,326502508,1.0108772136071678,10.77,60.150789408331285,0.6608669660570277,-5.774437861871218,1.4695347981542817,-1.492888209709653,7.610562939869772,,302
606,2025.3,2025,3,COMTRUST,1020 RIVERFRONT PKWY,CHATTANOOGA,TN,37402,1,2,1,18121,413980445,97222373,365544367,0.5125902749966322,11.32,26.5965999689444,1.373951727129552,1.5084071382995612,1.6152863728161382,-5.462228714524208,3.699404451779847,,307
609,2025.3,2025,3,NY FIREFIGHTERS BRAVEST,532 central ave,albany,NY,12206,1,1,1,4623,24255387,20335386,21573434,0.9911088557088783,11.62,94.26123815058835,-2.824899423789773,-4.6594058848902,-2.3705289042018407,0.2602472348731233,5.788336997898849,,309
613,2025.3,2025,3,EMPIRE ONE,3020 Orchard Park Rd,West Seneca,NY,14224,1,1,1,5062,77747243,32156632,68992537,0.7506506360949428,11.15,46.6088556795643,0.023326803133238982,4.2444682484158225,0.5280918226541864,-3.415378744514408,4.547891482470822,,311
616,2025.3,2025,3,NEW HORIZON,180 2nd St SW,Barberton,OH,44203,1,2,1,3141,40854367,29299557,34294004,1.5043957594253299,13.66,85.43638415625075,9.685815454644509,-5.407551109750852,12.105261872537287,3.7661050545094055,9.620623523817384,,314
619,2025.3,2025,3,LAFAYETTE,2701 TOWER OAKS BLVD,ROCKVILLE,MD,20852,1,1,1,57584,2151447282,1522006089,1874206468,0.551713280194294,11.87,81.20802670285097,6.371927475257166,-4.692881092101143,5.012623846816,-1.5018302487085577,3.3000011347183085,,316
620,2025.3,2025,3,POWER ONE,1520 Spy Run Ave,Fort Wayne,IN,46805,1,2,0,1289,17905736,15920878,14989363,0.15037169533957007,15.94,106.21450691400295,3.108463638551706,5.517554614418563,4.048829407261589,-3.8777032065622663,8.78004383733308,,317
624,2025.3,2025,3,UNITED STATES SENATE,1310 Braddock Pl,Alexandria,VA,22314,1,1,0,52773,1501466372,1118852656,1381038526,0.22646949088184293,7.79,81.01531093709691,-0.7348264978382146,0.7815743187060908,-0.3769568912759258,-14.96180991975249,2.0489848840663396,,321
640,2025.3,2025,3,MAINE MEDIA,PO BOX 7702,PORTLAND,ME,4112,1,1,0,890,6618177,4464639,5542412,0.36923635202114224,16.18,80.55408006478046,1.325710520691703,1.8690430882711384,1.549485867690903,-3.7837837837837784,2.7367746232460295,,328
644,2025.3,2025,3,TRAILHEAD,PO BOX 2788,PORTLAND,OR,97208,1,3,1,8603,152610336,105480703,138780513,-0.39845922650880794,10.32,76.00541367072191,-10.90584557759804,-5.249288287485177,-10.053261365727618,-1.5900251658659381,-2.5359547071531305,,330
649,2025.3,2025,3,VALLEY 1ST COMMUNITY,815 SCHOONMAKER AVE,MONESSEN,PA,15062,1,1,1,7444,102309895,55071903,77914829,1.5075830105383157,23.35,70.68218426045702,6.447610760611289,6.7953426894094004,5.449679234650784,2.76090557702926,4.846792184686642,,335
663,2025.3,2025,3,PRIORITY PLUS,6 LYNAM ST,WILMINGTON,DE,19804,1,1,1,1916,23160384,8547130,19053341,0.4113999157161917,17.66,44.85895675724274,-0.46437113498571936,-7.3591103835124905,0.10152615990719482,-1.186178442496133,2.8374226764977544,,341
665,2025.3,2025,3,PENINSULA COMMUNITY,PO BOX 2150,SHELTON,WA,98584,1,3,1,22173,303264216,211041382,268434807,0.6212148695145445,11.12,78.61923137262896,0.7261420663602358,6.611732549387939,1.713741022787052,4.604425154502989,6.8274238659760815,,342
687,2025.3,2025,3,STAGEPOINT,365 N 3rd St,Laramie,WY,82072,1,3,1,8937,126518927,102222053,115760603,0.9115597019973174,8.25,88.30469982952664,52.504299634502736,47.080065386725536,51.39993474382501,50.73368190251306,39.32258854507612,,352
690,2025.3,2025,3,CHATTANOOGA AREA SCHOOLS,PO BOX 3529,CHATTANOOGA,TN,37404,1,2,1,12412,189348442,88409081,164677500,0.3740234273802071,12.38,53.68619331724127,3.6050258259957113,7.751715334096243,3.44000473790258,1.5795073246583247,2.2130203454484185,,353
716,2025.3,2025,3,BETHLEHEM 1ST,2317 Easton Ave,Bethlehem,PA,18017,1,1,0,4338,70136962,25844222,62245823,0.9583529784966851,12.44,41.519608472362876,2.3503418788367147,12.934888334862272,4.114014742316163,-3.0614525139664783,7.871129035269055,,364
761,2025.3,2025,3,SKY,PO Box 1690,Livingston,MT,59047,1,3,1,12713,202802344,119251440,178010796,0.12587238479848317,7.45,66.99112788642326,3.233410689516991,3.342681580648166,4.316040701015034,1.4766922094508361,1.6475858907500363,,375
770,2025.3,2025,3,COMMUNITY RESOURCE,20 Wade Rd,Latham,NY,12110,1,1,0,7193,114513483,88837306,100767027,0.28112211974745277,12.31,88.16108666181051,0.4941251537325275,3.8094272218283765,0.2506268231264208,7.390265750970437,2.137736874524439,,378
785,2025.3,2025,3,UNIVERSAL,317 31st ST,Huntington,WV,25702,1,1,0,6025,95457014,29418659,84023171,0.3635641114205087,13.27,35.01255504865438,3.3892973745425214,-7.5531541743664725,3.4451106118681407,-2.697028423772607,2.868086692009527,,386
794,2025.3,2025,3,TRI BORO,600 East Eighth Ave,Munhall,PA,15120,1,1,1,7625,126719018,86860151,108280107,0.8346057594141311,14.34,80.21801363753733,2.6889834859055384,2.4464212399392116,3.1928306290486486,-5.0435865504358635,6.597236051636076,,390
795,2025.3,2025,3,HUNTINGTON WEST VA FIREMENS,PO Box 2133,Huntington,WV,25721,1,1,0,645,5689542,3306591,4910180,1.349649184213464,13.25,67.34154348720413,8.48340021793097,-4.788545108802689,7.358782117530915,0.6240249609984483,0.8272876496816736,,391
798,2025.3,2025,3,TRANSIT AUTHORITY DIVISION B,3961 10th Avenue Room 230,New York,NY,10034,1,1,1,1525,6103956,1196386,5259199,2.177998835305715,13.31,22.748445152959604,-2.6558095938981396,-9.866372546139024,-0.442758903701157,0,19.301360709066742,,393
808,2025.3,2025,3,U.S. EAGLE,P.O. Box 129,Albuquerque,NM,87103,1,3,1,97106,1458533858,1051767041,1317113995,-1.8141929643538017,9.19,79.85391127819578,-1.9386874357232853,-2.877221444871414,-3.0449816477019276,2.0514113962629033,-15.963114574649012,,398
817,2025.3,2025,3,ROCHESTER & MONROE CO EMP,460 N Goodman St,Rochester,NY,14609,1,1,1,4209,44018174,27183695,39078824,0.18731660184893795,11.11,69.56118996825494,6.566539826488738,-7.108891033652087,5.587362342741575,-7.9999999999999964,1.1488683550499954,,401
818,2025.3,2025,3,GOWANDA AREA,PO Box 29,Gowanda,NY,14070,1,1,0,1877,30907146,13317397,25964392,2.678845606914206,15.85,51.291002693226936,-0.83500295859672,-8.097489805074076,2.0636089689405113,-2.493506493506492,20.80465160546172,,402
832,2025.3,2025,3,UPPER CUMBERLAND,PO Box 529,Crossville,TN,38557,1,2,1,9141,133388124,98861188,118719847,1.4014145967596578,9.86,83.27267133354712,9.088990892454207,38.442648707372776,9.709679217677646,6.3525305410122135,13.725576155012137,,409
839,2025.3,2025,3,FIRSTENERGY CHOICE,"161 OLD ROUTE 30, SUITE 2",GREENSBURG,PA,15601,1,1,0,3597,51697270,13073757,41654142,0.8179609853096721,20.45,31.38645131617403,-6.103740968934678,-13.09449763079391,-3.6458352748076406,-1.452054794520552,1.7840842428437285,,414
841,2025.3,2025,3,ALLEGHENY CENTRAL,1253 University Dr Ste 100,Dunbar,PA,15431,1,1,1,877,8556989,4947815,6848846,2.2159056780896877,18.61,72.24304649279601,3.517450617256901,4.193481135810373,6.000828980319528,1.0368663594469973,13.29169031938641,,416
845,2025.3,2025,3,BUFFALO CONRAIL,1481 Harlem Rd,Cheektowaga,NY,14206,1,1,0,2563,55069381,44978742,41972067,1.7809290866168888,23.42,107.16351424865493,1.8770721053900319,5.618896965508635,3.1703690919757,1.0646687697160928,7.638002763389933,,418
850,2025.3,2025,3,VALLEY,P.O. Box 4700,Brownsville,TX,78523,1,2,1,9371,113848276,70278532,98292606,0.7024846001082359,12.79,71.49930687563621,4.886209376412043,14.488846634359987,5.228347539344558,1.319061520164344,6.5303298535731535,,420
851,2025.3,2025,3,CHELSEA EMPLOYEES,311 Chestnut St,Chelsea,MA,2150,1,1,1,2151,20784130,15075618,18638010,0.7153513763072488,8.54,80.88641437578367,2.7176684215039604,9.837079128123882,4.830330921117643,1.4622641509433931,10.058981233243967,,421
854,2025.3,2025,3,ELLAFI,524 South Main Street,Middletown,CT,6457,1,1,0,11761,174329284,113400082,156910436,0.2783750114263923,7.32,72.27057988673232,0.44626221522794385,-3.0786331967287195,3.1254730411733433,-8.303446125058478,4.5440222794158736,,423
856,2025.3,2025,3,MOUNTAIN STAR,2229 E Yandell Dr,El Paso,TX,79903,1,2,1,4575,44889718,28405917,34115951,5.615764256330827,18.01,83.26286141048801,0.5502596992117637,20.678355726046682,4.197996284780747,7.3943661971831,35.791219537426855,,425
857,2025.3,2025,3,AFFINITY,73 Mountainview Blvd,Basking Ridge,NJ,7920,1,1,0,240589,4318681802,3842713230,3653303125,0.33119776366582876,8.06,105.18462603619841,2.8127111781813596,5.693953284438513,4.75151129359539,4.141164044982726,3.5635961364878384,,426
858,2025.3,2025,3,KENMORE N. Y. TEACHERS,2265 Sheridan Dr,Buffalo,NY,14223,1,1,0,3802,64977754,26508651,59158949,0.5758271016537382,9.42,44.80919868944934,5.374615908401248,-4.763637617798578,5.610153930250816,-0.7828810020876875,5.922752663875803,,427
871,2025.3,2025,3,ZELLCO,520 AVENUE V,BOGALUSA,LA,70427,1,2,0,8058,92762249,57126019,64711593,2.3482917083370918,30.87,88.2778747233127,8.013225661047297,3.7250886967598706,7.960224348848977,-2.622356495468281,7.483099531284758,,432
872,2025.3,2025,3,MIAMI FIREFIGHTERS,1111 NW 7TH ST,MIAMI,FL,33136,1,2,1,6102,184094851,131318641,159943726,0.9866355223382764,12.14,82.10302728598433,7.886774570669175,8.750688363288429,8.691144482869472,2.8311425682507663,10.835221587366938,,433
884,2025.3,2025,3,ATT-WYO CORRECTIONAL EMPLOYEES,221 E Main St,Attica,NY,14011,1,1,0,1627,16449447,4157876,13415667,2.1812486591853886,18.41,30.99268936833331,1.216491575494616,-20.595395694224717,2.6829170394639723,-3.784742755765824,9.705425806058884,,441
887,2025.3,2025,3,BILLINGS,PO Box 1779,Billings,MT,59103,1,3,1,12931,213901567,177833398,181136414,0.2755164914314112,11.53,98.17650359358444,3.342584923752745,1.2407046692063162,1.693756776949007,2.043876262626254,1.3412626437152935,,444
888,2025.3,2025,3,COXSACKIE CORRECTIONAL EMP.,11260 State Route 9W STE 1,Coxsackie,NY,12051,1,1,0,584,4453021,2181901,3168478,1.0911106493326972,28.67,68.86274735062071,0.9942351446441178,-17.476301726684383,1.1199900084020165,-4.575163398692805,1.4870804618169473,,445
900,2025.3,2025,3,AMBRIDGE AREA,401 State Street,Baden,PA,15005,1,1,0,974,12042782,3141499,11267924,-1.0312878756524912,6.29,27.880015875151447,-8.508194450466533,-15.782338493180282,-9.222916612017018,0.10277492291881352,-17.65932941292907,,451
909,2025.3,2025,3,PRR SOUTH FORK,220 Main St,South Fork,PA,15956,1,1,0,2483,47191354,20823524,37145466,1.3270272356901178,20.76,56.059396320401525,-1.351943433956715,10.606288119713337,0.527332637977107,0.4043671653861658,7.019311051720274,,455
911,2025.3,2025,3,STAR USA,1 Cantley Dr,Charleston,WV,25314,1,1,1,14351,156966928,108642301,131368445,-0.42386849133376053,10.1,82.70045443561428,-4.800989246609289,-2.287196562481697,-5.940923380033203,-6.489867726591514,-3.5456386252353833,,457
916,2025.3,2025,3,ELIZABETH (N.J.) FIREMEN'S,411 Irvington Ave,Elizabeth,NJ,7208,1,1,1,1133,7317679,2355810,6222748,0.4271935598054608,10.95,37.85803313905689,-3.104201225050418,-14.455872228306498,-0.9257981827656692,-3.0795551753635575,4.802285370620959,,460
926,2025.3,2025,3,RIVER CITY,PO Box 681029,San Antonio,TX,78268,1,2,1,13136,147834406,109821387,125375377,-2.6626937711641254,13.12,87.59406322662542,3.431760199083378,0.8657676543861959,-1.9203955570619824,-9.256700746062451,-15.809863527613622,,465
930,2025.3,2025,3,AMNH EMPLOYEES,200 central park west,NEW YORK,NY,10024,1,1,0,203,1070156,137406,858174,0.14958860848638222,19.25,16.011438239797524,-4.624973188158554,-27.068040317829333,-3.737412353097269,-4.694835680751175,0.08987475830977157,,466
932,2025.3,2025,3,OTEEN V. A.,1100 TUNNEL RD UNIT 24,ASHEVILLE,NC,28805,1,2,1,2064,33498008,13801325,29460105,2.2428963215215956,11.88,46.84750784153688,1.1092392202096235,3.08015766762455,3.3523606573835574,-0.434153400868309,22.50791510779359,,468
943,2025.3,2025,3,SOMERVILLE MASS FIREFIGHTERS,266 BROADWAY,SOMERVILLE,MA,2145,1,1,0,278,7799778,2914224,6405893,0.7792341581987687,17.79,45.49286102655789,3.1872606224167432,-0.9261368310903517,3.3509724013248476,1.831501831501825,4.134892760015584,,473
946,2025.3,2025,3,MUSKOGEE,PO BOX 129,MUSKOGEE,OK,74402,1,2,1,8305,106506588,38576000,95035923,1.8750295555370262,11.71,40.590966849451235,3.8347828142915708,2.8877680776990378,5.604848265581364,0.12055455093429313,19.11704296421973,,475
948,2025.3,2025,3,NUSENDA,PO BOX 8530,ALBUQUERQUE,NM,87198,1,3,1,288896,4826234595,3376969547,4214995886,0.5633334467386399,8.97,80.11797966912654,6.382309590079482,3.5170335363139182,-2.159888085872641,4.217456395086661,4.490142908207804,,476
951,2025.3,2025,3,POSTAL FAMILY,"2730 12TH AVE S, PO BOX 9318",FARGO,ND,58106,1,3,0,2259,29856467,9917876,26763944,0.8793099662414142,10.4,37.056855297560034,12.301448533947767,-6.197972231680094,11.53145731112084,-2.080624187256175,4.513365406360044,,477
960,2025.3,2025,3,PACIFIC CREST,PO Box 1179,Klamath Falls,OR,97601,1,3,1,25609,378330434,258724660,338110139,0.8255644745704146,9.83,76.52082270150437,9.083298067297108,19.185337744051157,9.2373047026304,4.271172638436482,10.603079311652497,,482
967,2025.3,2025,3,GOLD COAST,2226 S CONGRESS AVE,PALM SPRINGS,FL,33406,1,2,1,19840,259003003,117250108,229778904,0.6431249007198578,11.72,51.027359761451386,-3.804231727207863,5.19044148930401,-2.3917788179033783,-11.990418311671025,5.486741230194306,,486
986,2025.3,2025,3,URE,201 Beech Street,East Pittsburgh,PA,15112,1,1,1,955,8055415,4578028,6166095,0.9035792735637509,20.92,74.24517462024183,-10.544891598646677,-5.926588665805532,-7.791729704837702,-0.31315240083507057,1.2592133162168788,,494
988,2025.3,2025,3,AUBURN COMMUNITY,PO BOX 867,AUBURN,NY,13021,1,1,0,7750,117159880,35757064,100275624,0.9006367834418183,12.47,35.65877984464101,-1.6260130458742528,6.884903545492382,0.33725547693301827,0.10333247222940045,7.128814535802738,,495
1000,2025.3,2025,3,SIERRA PACIFIC,PO BOX 10100,RENO,NV,89511,1,3,0,10663,182317647,97627887,156855683,1.0141829323476614,13.36,62.24058008787606,7.17504250786718,-1.4382055004890537,7.016579278546442,-0.07496954362290476,6.304747847229372,,500
1015,2025.3,2025,3,NORTH JERSEY,711 Union Blvd.,Totowa,NJ,7512,1,1,1,27604,248323364,154737183,228150246,0.36003746844618967,10.46,67.82249228869996,8.032434128637922,4.628925684657803,8.603496433279357,13.428665351742275,7.94386092856446,,509
1021,2025.3,2025,3,FIRST FINANCIAL,391 US Highway 9,Freehold,NJ,7728,1,1,0,15028,173147088,108520046,161341263,0.6941721899849036,7.83,67.26118537946489,-6.02316985443998,-1.9227879250915958,-4.182817146263851,-5.9868626837660255,14.00052561542348,,512
1022,2025.3,2025,3,SOUTH CAROLINA,PO BOX 190012,NORTH CHARLESTO,SC,29419,1,2,1,157164,2525304563,1930328495,2017454761,0.7898352328797601,12.98,95.68137696644986,3.2706012735860712,-0.1346226255233951,0.23332874067349962,-9.655093124856284,6.193043792371881,,513
1034,2025.3,2025,3,OLIVE VIEW EMPLOYEES,P O BOX 923071,SYLMAR,CA,91392,1,3,1,6165,72034703,35523977,56790975,0.6565994184411453,20.41,62.55215199246007,16.063242856377926,0.7654537314685239,13.542087499312183,5.873261205564151,3.3235717879176856,,521
1040,2025.3,2025,3,CAPITAL EDUCATORS,P.O. BOX 570,MERIDIAN,ID,83680,1,3,1,101584,1502406430,1177901383,1120753659,0.47018732596029733,7.57,105.09904416024753,-8.428450812826693,-8.069667931531544,-5.952785544535766,-8.664730581454938,5.674009894332645,,524
1049,2025.3,2025,3,MEMBERSFIRST CT,285 Broad Street,Meriden,CT,6450,1,1,0,6181,105977175,44203062,93242581,0.8744662310565001,11.55,47.4065191309966,6.164436326396827,5.776590715880348,6.84774047199852,0.21076523994811858,7.4059100345279685,,527
1059,2025.3,2025,3,GRAND CENTRAL TERMINAL EMPLOYEES,15 VANDERBILT AVE STE D41,NEW YORK,NY,10017,1,1,0,1482,6914335,1369259,6047323,-0.35833752735645535,12.18,22.642398959010457,1.0370657743399958,-9.258278698682476,0.21527703094232908,-3.3898305084745783,-5.514357045281724,,530
1068,2025.3,2025,3,COMPASS FINANCIAL,PO Box 160580,Hialeah,FL,33016,1,2,1,4022,23978502,18124350,20412651,0.34405580628702365,11.51,88.78979021392175,-8.490499131377849,-4.5894062489784115,-5.351390900440023,29.533011272141696,1.7362411910289348,,532
1074,2025.3,2025,3,FARMERS INSURANCE,PO Box 36911,Los Angeles,CA,90036,1,3,0,66070,1334022899,1229730673,1154409002,0.08653091763172924,9.55,106.5246953956099,-6.093860974136966,-10.665921773044085,-8.700393274381135,1.9378529330082994,-3.5997932937047192,,534
1077,2025.3,2025,3,TOBACCO VALLEY TEACHERS,182 South Rd,Enfield,CT,6082,1,1,0,3246,66532091,16540251,59678413,1.059211183822112,9.99,27.715634797460183,6.210035253664081,-5.386974558177037,6.574859894425478,-4.809384164222874,10.034611642079732,,536
1080,2025.3,2025,3,DISTRICT #6,107 Broadway,Hornell,NY,14843,1,1,1,1692,23720979,9281210,21711641,0.8288298675844221,8.57,42.747620965177155,4.8990786247344875,-12.887153450110656,6.7278514765967135,-1.4560279557367495,12.466584398696176,,537
1086,2025.3,2025,3,SUWANNEE RIVER,"203 PINEWOOD WAY, SW",LIVE OAK,FL,32064,1,2,1,2365,26732416,14218917,23661856,1.2944309539480718,11.04,60.09214577250407,-3.9687698142728767,-5.189477790943942,-2.507920287643106,-1.6632016632016633,11.781685303130024,,541
1108,2025.3,2025,3,CENTRAL JERSEY,34 B Main Street,WOODBRIDGE,NJ,7095,1,1,0,6144,90746992,44544480,79918744,0.423314198943494,10.15,55.73721228651942,-1.7509649750946044,1.5453261271822338,-0.5107645165224772,-3.5327366933584514,5.345108895714639,,552
1111,2025.3,2025,3,LOCOMOTIVE & CONTROL EMPLOYEES,1286 E 38th St,Erie,PA,16504,1,1,1,935,19398651,4838132,14269588,2.0948804088936295,25.94,33.90519754319466,0.16698254924258915,-2.5800873332197716,2.1823506588006802,-4.689092762487257,8.601785984431174,,554
1113,2025.3,2025,3,CORRECTIONAL WORKERS,PO BOX 1345,EL RENO,OK,73036,1,2,1,1549,10541749,4301953,8697068,1.3373934360441218,17.2,49.46440570546304,1.6600843922891295,-10.322078999565365,1.9551837205165956,-1.775523145212432,7.087178287760879,,555
1115,2025.3,2025,3,COASTLINE,4651 Emerson St,Jacksonville,FL,32207,1,2,1,10562,129740066,87498246,117690939,0.40492225914381225,11.95,74.34577949964356,-0.469022353038151,1.8123022910903508,-3.7061841001593487,1.1782737810135169,4.193133667597698,,556
1117,2025.3,2025,3,WIDGET,2154 East Lake Road,Erie,PA,16511,1,1,1,48973,463154271,266083653,411925138,0.9705764620968618,10.64,64.59514811159693,6.6210780791956525,7.692872917707172,7.428011741760643,2.647243764409968,8.636673211515463,,557
1125,2025.3,2025,3,VAN CORTLANDT COOPERATIVE,3960B HILLMAN AVENUE,BRONX,NY,10463,1,1,1,2009,54224731,12829256,47788810,0.4622592130292098,11.69,26.845732295907766,-1.6643967360738365,-6.330532212885154,-0.856840663271663,-7.205542725173208,5.000223616929293,,560
1127,2025.3,2025,3,SALEM VA MEDICAL CENTER,112 W Main St,Salem,VA,24153,1,1,1,7850,92993479,54759199,79316146,0.9794835987041046,12.53,69.03915755059505,1.7201231545307172,-11.164471069968862,2.123917922588836,-4.617253948967193,9.261995190587976,,561
1129,2025.3,2025,3,MOPAC EMPLOYEES,PO Box 205,Palestine,TX,75802,1,2,0,2374,20927177,18479544,18723343,0.605925143331306,10.03,98.69788744456585,-1.6796440892473896,2.532589716981426,-1.5452054562510975,2.195436934997841,8.422342168883775,,563
